"hotel_name","price","dates","duration","rating","ta_rating","ta_review_count","ta_source","departure_airport","scraped_at","url","image_url","offer_url","filter_id","country","region","resort","departure_date","return_date","days","nights","origin_scope","pax_profile","departure_key"
"All Senses Nautica Blue Exclusive Resort & Spa (ex Aegean Breeze) Grecja, Rodos, Fanes","6037.0","19.06.2026 - 26.06.2026","8 dni/7 nocy","3.5","3.5","360","tripadvisor","Все аэропорты","2026-06-15T00:10:45.221851+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=15-06-2026&filter[whenTo]=15-07-2026&filter[duration]=7:10&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2014/11/Aegean-Breeze-Resort-ex-Medblue-Fanes-fly-pl.jpg","https://fly.pl/wycieczka/grecja,rodos,fanes/medblue-fanes-ex-nautica-blue/phGypQ2aHkjo-c6gDiIdMpAAogBoE7Spt6Y_2QGpN3xua9ygAAAAAYwQQAMsEEAAcAAAAqBFdFWlkwhYa90QZIlS9QQVhfYANqC1J5YW5haXIgU3VuckKeAR8AAgEcABYEFwISuQUV_AQYyAETXxSQA0CucRHxQlCBQEsATJkSTwAb4bQBHYu3DyAaDdnLwQkBEmMBDmMBAg3b3U6a/?operator=WEZY&adults=2&children=2020-12-10&nsv=1&objectId=13657&transport=accommodation_flight&departureDate=2026-06-19&returnDate=2026-06-26&departureLocation=Pozna%C5%84&opt=delta&catering=all_inclusive","filter_greece_7_10_days","grecja","rodos","fanes","2026-06-19","2026-06-26","8","7","Poznań","2+1","grecja|rodos|2026-06-19|2026-06-26|7|Poznań|2+1"
"Valis Resort Grecja, Tesalia, Agria","6248.0","24.06.2026 - 01.07.2026","8 dni/7 nocy","","","","","Все аэропорты","2026-06-15T00:10:45.221851+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=15-06-2026&filter[whenTo]=15-07-2026&filter[duration]=7:10&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://datacfstatic.merlinx.pl/RNBW/IMG/8759/2b8ed3b6f4e85c2410458d2a2f682b00a2214b389f8ea62aef38cc3a24cd772b.webp","https://fly.pl/wycieczka/grecja,tesalia,agria/valis-resort-12/pWojaptp-byiZ5ULd61wfbAAog8Csua9puvRAigtlPmZ-jmv77uj32AF_i0BVxGhNpiioqBFJOQlcwhYa90QZI6DBQQVjXAWACagRCd2NEahcyOTYsMzgwLDQ3Nyw0ODMsNDg0LDQ4NXI1nwGeARUHFwBYCAoEQMQHEeA8Gc8bEO5mYYAMSwBS8W1TAB3DkEEPJyDB_JAJDQACDGMBAgutX-A4/?operator=RNBW&adults=2&children=2020-12-10&nsv=1&objectId=234572&transport=accommodation_flight&departureDate=2026-06-24&returnDate=2026-07-01&departureLocation=Katowice&opt=delta&catering=all_inclusive","filter_greece_7_10_days","grecja","tesalia","agria","2026-06-24","2026-07-01","8","7","Katowice","2+1","grecja|tesalia|2026-06-24|2026-07-01|7|Katowice|2+1"
"Xenios Anastasia Resort & Spa (ex. Anastasia Resort & Spa) Grecja, Chalkidiki, Nea Skioni","6857.0","24.06.2026 - 01.07.2026","8 dni/7 nocy","3.9","3.9","650","tripadvisor","Все аэропорты","2026-06-15T00:10:45.221851+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=15-06-2026&filter[whenTo]=15-07-2026&filter[duration]=7:10&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2015/02/Anastasia-Resort-Spa-fly-pl.jpg","https://fly.pl/wycieczka/grecja,chalkidiki,nea-skioni/anastasia-resort-spa/pggvc5NVxsAO5_GOhfhfzOAAog7CFb4cA9fuuvWYNJYuzuBdvcofAtz19kX3FyE3o1nWMqBFJOQlcwhYa90QZIyTVQQVjXAWACagRCd2NEahcyOTYsMzgwLDQ3Nyw0ODMsNDg0LDQ4NXI2nwGeARUHFwBYCAoEQMQHEewLGdpLYc5GSwAQoQ5SlG1TAB2O9kAP2wMgh7ORCQ0AAgxjAQIL5pn2SA/?operator=RNBW&adults=2&children=2020-12-10&nsv=1&objectId=158919&transport=accommodation_flight&departureDate=2026-06-24&returnDate=2026-07-01&departureLocation=Gda%C5%84sk&opt=delta&catering=all_inclusive","filter_greece_7_10_days","grecja","chalkidiki","nea-skioni","2026-06-24","2026-07-01","8","7","Gdańsk","2+1","grecja|chalkidiki|2026-06-24|2026-07-01|7|Gdańsk|2+1"
"Grand Blue Beach Grecja, kos, Kardamaina","7444.0","20.06.2026 - 27.06.2026","8 dni/7 nocy","4.4","4.4","1132","tripadvisor","Все аэропорты","2026-06-15T00:10:45.221851+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=15-06-2026&filter[whenTo]=15-07-2026&filter[duration]=7:10&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2016/03/Gran-Blue-Beach.jpg","https://fly.pl/wycieczka/grecja,kos,kardamena/grand-blue-beach/puDFRIcpiN_3quCt8OXZGAAAogXD4ZFP2CKOOiNOXA5YhranIV8qd2Lb_ExqRiyWi3v2gqBFJOQlcwhYa90QZIlDpQQVh3YAJqBEJ3Y0RqFzI5NiwzODAsNDc3LDQ4Myw0ODQsNDg1ags0MTksNDIwLDQyMnI3nwGeAZwBFQcXAFgICgRAxAcR2CoZmyxhoUdLABDQIVLhB1MAHbLwQQ8zIIuOkQkNAAIMYwECC5Q8z6E/?operator=RNBW&adults=2&children=2020-12-10&nsv=1&objectId=179238&transport=accommodation_flight&departureDate=2026-06-20&returnDate=2026-06-27&departureLocation=Gda%C5%84sk&opt=delta&catering=all_inclusive","filter_greece_7_10_days","grecja","kos","kardamena","2026-06-20","2026-06-27","8","7","Gdańsk","2+1","grecja|kos|2026-06-20|2026-06-27|7|Gdańsk|2+1"
"Elinotel Apolamare Grecja, Chalkidiki, Hanioti","7689.0","17.06.2026 - 24.06.2026","8 dni/7 nocy","4.0","4.0","381","tripadvisor","Все аэропорты","2026-06-15T00:10:45.221851+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=15-06-2026&filter[whenTo]=15-07-2026&filter[duration]=7:10&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2015/02/Apolamare-Hotel.jpg","https://fly.pl/wycieczka/grecja,chalkidiki,hanioti/elinotel-apolamare/pLdoWc138hAU2yECA63-uGAAog5gJw_5HjasxoFdNca3CAavcTJfmjHuzCy2D9-HpMpEoqBFJOQlcwhYa90QZIiTxQQVgvYAJqBEJ3Y0RqFzI5NiwzODAsNDc3LDQ4Myw0ODQsNDg1cjafAZ4BFQcXAFgICgRAxAcRnxkZpz4Q0EJSs39TAEvEKmEAHaLLQA_jASCgtZEJDQACDGMBAgtIvLhp/?operator=RNBW&adults=2&children=2020-12-10&nsv=1&objectId=34604&transport=accommodation_flight&departureDate=2026-06-17&returnDate=2026-06-24&departureLocation=Wroc%C5%82aw&opt=delta&catering=all_inclusive","filter_greece_7_10_days","grecja","chalkidiki","hanioti","2026-06-17","2026-06-24","8","7","Wrocław","2+1","grecja|chalkidiki|2026-06-17|2026-06-24|7|Wrocław|2+1"
"Sitia Beach Grecja, Kreta Wschodnia, Sitia","7757.0","17.06.2026 - 25.06.2026","9 dni/7 nocy","4.3","4.3","1263","tripadvisor","Все аэропорты","2026-06-15T00:10:45.221851+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=15-06-2026&filter[whenTo]=15-07-2026&filter[duration]=7:10&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2015/03/SITIA-BEACH-CITY-RESORT-SPA.jpg","https://fly.pl/wycieczka/grecja,kreta-wschodnia,sitia/sitia-beach/pfUr958s-eydcf6sVEo4ToAAogvmXFiUG9iuuLS-QonA93YheDHNmJSbow_ZUdrx62bSoqBFZJVFgwhYa90QZIzTxQQVgvYAJyQhoAFQcXAFwDWAVAjwNb84QBU6BAUgBhwwpLAF6nMEyR7zkN3duYCSABUbzU4I2NAU-MqLWnE12Uy-W2CAIOYwECDRADLEI/?operator=VITX&adults=2&children=2020-12-10&nsv=1&objectId=1158&transport=accommodation_flight&departureDate=2026-06-17&returnDate=2026-06-25&departureLocation=Katowice&opt=delta&catering=all_inclusive","filter_greece_7_10_days","grecja","kreta-wschodnia","sitia","2026-06-17","2026-06-25","9","7","Katowice","2+1","grecja|kreta-wschodnia|2026-06-17|2026-06-25|7|Katowice|2+1"
"Ammos (Mastichari) Grecja, Kos, Mastichari","7757.0","16.06.2026 - 23.06.2026","8 dni/7 nocy","4.2","4.2","201","tripadvisor","Все аэропорты","2026-06-15T00:10:45.221851+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=15-06-2026&filter[whenTo]=15-07-2026&filter[duration]=7:10&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2016/11/AMMOS-LUXURY-RESORT.jpg","https://fly.pl/wycieczka/grecja,kos,mastichari/ammos-mastichari/pHoQGsCBK1Q_0_BnyObJNaAAog1zTzYbFAOe0IgI8muem7B-55K-OoN6Br4hxA2VnLLOsqBFZJVFgwhYa90QZIzTxQQVgXYAJyQBoAFQcXAFwDWAVAjwNb_4cBYc4aSwBTsSlSAF7_M0yR7zkN3NuYCSAAXerryN-EAVGeoJWSIU_-rxACDGMBAgvhbBIA/?operator=VITX&adults=2&children=2020-12-10&nsv=1&objectId=10602&transport=accommodation_flight&departureDate=2026-06-16&returnDate=2026-06-23&departureLocation=Gda%C5%84sk&opt=delta&catering=all_inclusive","filter_greece_7_10_days","grecja","kos","mastichari","2026-06-16","2026-06-23","8","7","Gdańsk","2+1","grecja|kos|2026-06-16|2026-06-23|7|Gdańsk|2+1"
"White Olive Elite Rethymno Grecja, Kreta Zachodnia, Sfakaki","7806.0","17.06.2026 - 24.06.2026","8 dni/7 nocy","3.7","3.7","86","tripadvisor","Все аэропорты","2026-06-15T00:10:45.221851+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=15-06-2026&filter[whenTo]=15-07-2026&filter[duration]=7:10&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2019/11/White-Olive-Elite-Rethymno.jpg","https://fly.pl/wycieczka/grecja,kreta-zachodnia,sfakaki/white-olive-elite-rethymno-15/pM8-pKMWaRxFbfoa5zYDQbAAog5QhHnOGJLOKncK81MTO01kvy21fzXy2faLkGuwH2cfAqBFJOQlcwhYa90QZI_jxQQVgvYAJqBEJ3Y0RqFzI5NiwzODAsNDc3LDQ4Myw0ODQsNDg1cjWfAZ4BFQcXAFgICgRAxAcRoh8QviYZgxJhsUZLAFK4ClMAHf-_Rw8FIOLdiwkNAAIMYwECCyVdBa8/?operator=RNBW&adults=2&children=2020-12-10&nsv=1&objectId=204475&transport=accommodation_flight&departureDate=2026-06-17&returnDate=2026-06-24&departureLocation=Gda%C5%84sk&opt=delta&catering=all_inclusive","filter_greece_7_10_days","grecja","kreta-zachodnia","sfakaki","2026-06-17","2026-06-24","8","7","Gdańsk","2+1","grecja|kreta-zachodnia|2026-06-17|2026-06-24|7|Gdańsk|2+1"
"Serita Beach Grecja, Kreta Wschodnia, Anissaras","7990.0","17.06.2026 - 24.06.2026","8 dni/7 nocy","4.0","4.0","50","tripadvisor","Все аэропорты","2026-06-15T00:10:45.221851+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=15-06-2026&filter[whenTo]=15-07-2026&filter[duration]=7:10&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2015/04/Serita-Beach.jpg","https://fly.pl/wycieczka/grecja,kreta-wschodnia,anissaras/mitsis-serita-beach/pZNmHIOQGUJJPX9g32l7hbAAog-N4QI_Ca_jVplUKM_YKS0ATGvbBdF_ZewHBC9da-xEsqBFJOQlcwhYa90QZItj5QQVgvYAJqBEJ3Y0RqFzI5NiwzODAsNDc3LDQ4Myw0ODQsNDg1cjafAZ4BFQcXAFgICgRAxAcR8TcZ7x9S7FBTABDWBEuyKGEAHYetQQ_RAyCGwJEJDQACDGMBAguZHDd_/?operator=RNBW&adults=2&children=2020-12-10&nsv=1&objectId=2433&transport=accommodation_flight&departureDate=2026-06-17&returnDate=2026-06-24&departureLocation=Lublin&opt=delta&catering=all_inclusive","filter_greece_7_10_days","grecja","kreta-wschodnia","anissaras","2026-06-17","2026-06-24","8","7","Lublin","2+1","grecja|kreta-wschodnia|2026-06-17|2026-06-24|7|Lublin|2+1"
"Kipriotis Panorama & Suites Grecja, Kos, Psalidi","8148.0","20.06.2026 - 27.06.2026","8 dni/7 nocy","4.0","4.0","3006","tripadvisor","Все аэропорты","2026-06-15T00:10:45.221851+00:00","https://fly.pl/oferta/grecja-wczasy/?filter[dest]=14:&filter[hotelids]=&filter[cityids]=&filter[cregids]=&filter[ofrType]=&filter[addObjType]=&filter[whenFrom]=15-06-2026&filter[whenTo]=15-07-2026&filter[duration]=7:10&filter[from]=&filter[person]=2&filter[child]=1&filter[price]=4000:20000&filter[PriceFrom]=4000&filter[PriceTo]=20000&filter[addCategory]=50&filter[addCatering]=1&filter[addMisc]=0&filter[addTransport]=F&filter[fp]=1&order_by=ofr_price&filter[tourOperator]=0&filter[childAge][1]=20201210","https://fly.pl/cdn/photo/assets/uploads/582/278/2016/11/Kipriotis-Panorama-Suites-fly-pl.jpg","https://fly.pl/wycieczka/grecja,kos,psalidi/kipriotis-panorama-suites/pR1Om6yOaiy57u4KT-ZKc6AAog8jGmJ-UtKl9OQGsw_vhSb2UI5DOtymTSYhkJEFRujwEqBFJOQlcwhYa90QZI1D9QQVh3YAJqBEJ3Y0RqFzI5NiwzODAsNDc3LDQ4Myw0ODQsNDg1cjWfAZ4BFQcXAFgICgRAxAcRgBoQyCMZqxlS0nBTAEvYA2EAHaLlQQ9xIIWVkQkNAAIMYwECC03SfNg/?operator=RNBW&adults=2&children=2020-12-10&nsv=1&objectId=2401&transport=accommodation_flight&departureDate=2026-06-20&returnDate=2026-06-27&departureLocation=Katowice&opt=delta&catering=all_inclusive","filter_greece_7_10_days","grecja","kos","psalidi","2026-06-20","2026-06-27","8","7","Katowice","2+1","grecja|kos|2026-06-20|2026-06-27|7|Katowice|2+1"
